case_id,model,time_s,T,P,density,X_CH4,X_O2,X_CO2,X_H2O,X_CO,X_H2,X_OH
c000,full,3.576003631289405e-08,994.0549999596141,1732779.09,5.652888024863197,0.14738887843355603,0.17911998351429537,3.2927411716017867e-25,2.5248385715254435e-16,8.454817081575962e-23,2.015579181476813e-17,1.4345838963155232e-16
c000,full,3.9149281310155244e-08,994.0549999557866,1732779.0900000003,5.652888024884963,0.14738887843292406,0.1791199835136635,3.8183281375145e-25,2.936742230992102e-16,9.809404799384736e-23,2.5088787291977112e-17,1.774141550157373e-16
c000,full,4.285975030033834e-08,994.0549999515963,1732779.09,5.65288802490879,0.1473888784322322,0.17911998351297176,4.429694055710748e-25,3.417597341297533e-16,1.1386055151542904e-22,3.114364368563951e-17,2.1895466240708756e-16
c000,full,4.692188807386473e-08,994.054999947009,1732779.09,5.652888024934876,0.14738887843147475,0.17911998351221448,5.1421092753258785e-25,3.9798776577508216e-16,1.3224413331953208e-22,3.855659610590284e-17,2.6966568923845946e-16
c000,full,5.136902490070991e-08,994.054999941987,1732779.0899999999,5.652888024963435,0.14738887843064552,0.17911998351138536,5.973709076266569e-25,4.638418224500413e-16,1.5371574540103566e-22,4.761206105343007e-17,3.3145542414623394e-16
c000,full,5.6237650008792935e-08,994.0549999364891,1732779.09,5.6528880249947,0.1473888784297377,0.1791199835104777,6.946046656169687e-25,5.410873258911034e-16,1.7883523180903886e-22,5.865232353847268e-17,4.066191956436976e-16
c000,full,6.156771098194976e-08,994.0549999304702,1732779.09,5.652888025028927,0.14738887842874376,0.17911998350948397,8.929842685385747e-25,6.621583359049151e-16,2.2696833734059606e-22,6.779088066603969e-17,4.701812567675291e-16
c000,full,6.740294153408294e-08,994.0549999238809,1732779.09,5.652888025066399,0.14738887842765558,0.17911998350839606,1.1494533224372652e-24,8.13010580499069e-16,2.887053945464754e-22,7.786801094476313e-17,5.405918865816391e-16
c000,full,7.379122034890921e-08,994.0549999166672,1732779.0900000003,5.652888025107422,0.14738887842646425,0.179119983507205,1.4656236914911939e-24,9.959040354913132e-16,3.6454338066874547e-22,8.958181957769867e-17,6.225017349902525e-16
c000,full,8.078496392962127e-08,994.0549999087699,1732779.09,5.652888025152331,0.14738887842515994,0.17911998350590108,1.8541807227822956e-24,1.2173983014917331e-15,4.574566116252583e-22,1.0322274877434386e-16,7.179587872744453e-16
c000,full,8.844155668184033e-08,994.0549999001242,1732779.0899999999,5.652888025201496,0.147388878423732,0.17911998350447353,2.3304071741092136e-24,1.4853740930579205e-15,5.710264794641531e-22,1.1913563463139061e-16,8.293953541776512e-16
c000,full,9.682382175873096e-08,994.0549998906594,1732779.0900000005,5.65288802525532,0.1473888784221686,0.17911998350291067,2.9127063749788464e-24,1.8092973100750906e-15,7.095635495814542e-22,1.3773019646175525e-16,9.597022636510498e-16
c000,full,1.0600053653161735e-07,994.0549998802977,1732779.09,5.652888025314243,0.14738887842045698,0.17911998350119956,3.623229963422378e-24,2.200535706002442e-15,8.782540476109497e-22,1.5949357927835872e-16,1.1123175823478626e-15
c000,full,1.1604699691558621e-07,994.0549998689543,1732779.09,5.65288802537875,0.14738887841858303,0.17911998349932626,4.9369694632820914e-24,2.7149774575481397e-15,1.1812232980298358e-21,1.8043520745669997e-16,1.2544708675051405e-15
c000,full,1.270456351804338e-07,994.054999856536,1732779.09,5.652888025449368,0.1473888784165313,0.1791199834972754,6.705060111295862e-24,3.3519636927682627e-15,1.586469437136625e-21,2.0308926221579015e-16,1.4059091065718621e-15
c000,full,1.390866963161544e-07,994.0549998429414,1732779.0899999999,5.652888025526677,0.14738887841428502,0.17911998349503006,8.910768767611334e-24,4.1259554236254136e-15,2.0909377944045387e-21,2.288410191083527e-16,1.5769812673328506e-15
c000,full,1.5226897850262803e-07,994.0549998280586,1732779.0900000003,5.652888025611309,0.14738887841182563,0.17911998349257174,1.1649185433968577e-23,5.065152330324997e-15,2.716106272437751e-21,2.581728020524463e-16,1.7705966785519729e-15
c000,full,1.667006437591314e-07,994.0549998117659,1732779.09,5.652888025703961,0.14738887840913295,0.1791199834898804,1.5035056835199285e-23,6.203447467624647e-15,3.487885513344893e-21,2.9165011872967825e-16,1.990148569676176e-15
c000,full,1.825001054251459e-07,994.0549997939297,1732779.0899999999,5.65288802580539,0.14738887840618484,0.17911998348693384,1.920676273473695e-23,7.581566587252965e-15,4.437514940819795e-21,3.299369838024172e-16,2.2396012616896183e-15
c000,full,1.9979699975432685e-07,994.0549997744039,1732779.0899999999,5.652888025916426,0.147388878402957,0.17911998348370786,2.433108868509226e-23,9.248434509188779e-15,5.602638214518536e-21,3.738141714021601e-16,2.5235938268553197e-15
c000,full,2.1873324959367569e-07,994.0549997530295,1732779.09,5.652888026037976,0.14738887839942308,0.17911998348017572,3.236959602850765e-23,1.1307801655757717e-14,7.518324038269966e-21,4.2129753263436856e-16,2.8127735633200745e-15
c000,full,2.394642288755044e-07,994.0549997296312,1732779.0900000003,5.652888026171034,0.14738887839555392,0.17911998347630834,4.336599968918442e-23,1.3825168348779757e-14,1.018402104626001e-20,4.737976682257012e-16,3.1174390895182263e-15
c000,full,2.621600374769809e-07,994.0549997040171,1732779.0900000003,5.652888026316694,0.14738887839131767,0.17911998347207408,5.708198070538246e-23,1.687172852555982e-14,1.3518130213023004e-20,5.334668844883699e-16,3.455554898515838e-15
c000,full,2.870068969076093e-07,994.0549996759775,1732779.0899999999,5.652888026476145,0.14738887838667936,0.17911998346743807,7.410831405743992e-23,2.0555333611343177e-14,1.7666546789117744e-20,6.014200916752201e-16,3.831199605090549e-15
c000,full,3.1420867827640594e-07,994.054999645283,1732779.0900000003,5.652888026650695,0.1473888783816008,0.17911998346236213,9.515788395798789e-23,2.5005511706884903e-14,2.2805381866510927e-20,6.789643202387927e-16,4.249018712970562e-15
c000,full,3.4398857507590603e-07,994.0549996116827,1732779.0899999999,5.652888026841768,0.1473888783760402,0.17911998345680444,1.2109038378527122e-22,3.037779625618464e-14,2.914707984610704e-20,7.67634093441916e-16,4.714314145071731e-15
c000,full,3.7659093450837166e-07,994.0549995749014,1732779.0900000003,5.652888027050932,0.14738887836995174,0.1791199834507193,1.5294196316377325e-22,3.685891649019128e-14,3.694776168268613e-20,8.692335601842355e-16,5.233149367217315e-15
c000,full,4.1228326238042607e-07,994.0549995346377,1732779.0899999999,5.652888027279898,0.14738887836328474,0.1791199834440568,2.0055475825634653e-22,4.472071324362555e-14,4.843550628823155e-20,9.846286431150804e-16,5.781833729309699e-15
c000,full,4.51358418016483e-07,994.0549994905625,1732779.09,5.652888027530539,0.14738887835598435,0.17911998343676191,2.619178893655015e-22,5.421271649824832e-14,6.319718046176413e-20,1.1168374098628446e-15,6.3808739722919304e-15
c000,full,4.941370172004694e-07,994.054999442316,1732779.0900000003,5.6528880278049005,0.14738887834799033,0.1791199834287745,3.3945212305060033e-22,6.566117969171776e-14,8.181688476329702e-20,1.2687250774660858e-15,7.037270141373125e-15
c000,full,5.409700628622366e-07,994.0549993895038,1732779.09,5.6528880281052265,0.14738887833923664,0.17911998342002866,4.367460245715114e-22,7.946135207679688e-14,1.051484688810748e-19,1.443576006678967e-15,7.75657352018312e-15
c000,full,5.922418250937185e-07,994.054999331695,1732779.0900000003,5.652888028433966,0.14738887832965097,0.17911998341045218,5.68328895497391e-22,9.609884914030471e-14,1.368106951158308e-19,1.645793559911028e-15,8.541651695199592e-15
c000,full,6.483729941256685e-07,994.0549992684175,1732779.0899999999,5.652888028793802,0.14738887831915404,0.17911998339996602,7.399302407818251e-22,1.1614346886308982e-13,1.7817419600811136e-19,1.8799857712346545e-15,9.39905438356737e-15
c000,full,7.098241321354844e-07,994.0549991991552,1732779.0900000003,5.652888029187675,0.14738887830765887,0.17911998338848356,9.578619355012016e-22,1.402782500629128e-13,2.307399014231402e-19,2.1515739520906787e-15,1.0336158422969505e-14
c000,full,7.770994522085782e-07,994.0549991233428,1732779.0899999999,5.652888029618794,0.14738887829506997,0.17911998337591006,1.2626600303268149e-21,1.6932910457500168e-13,3.041770934138372e-19,2.4674997375265657e-15,1.136271073381622e-14
c000,full,8.507509554600632e-07,994.0549990403622,1732779.09,5.6528880300906765,0.14738887828128291,0.1791199833621415,1.6651895755658242e-21,2.042826706841925e-13,4.011233440126671e-19,2.835525315617363e-15,1.2486442411594003e-14
c000,full,9.313829602622654e-07,994.0549989495378,1732779.09,5.652888030607165,0.14738887826618324,0.1791199833470639,2.1783220520525024e-21,2.4632252827857736e-13,5.247049044255509e-19,3.2648610580212814e-15,1.3715706726586293e-14
c000,full,1.0196570607408748e-06,994.0549988501305,1732779.09,5.652888031172459,0.14738887824964533,0.17911998333055232,2.8269246153579153e-21,2.968694762118732e-13,6.809100862581235e-19,3.766565064411018e-15,1.5060312857167044e-14
c000,full,1.11629755522471e-06,994.054998741331,1732779.0899999999,5.652888031791163,0.14738887823153132,0.17911998331247014,3.713617373487672e-21,3.576339023372922e-13,8.941678408591808e-19,4.35400033128731e-15,1.6534130282342098e-14
c000,full,1.222097389190093e-06,994.0549986222555,1732779.09,5.6528880324683035,0.14738887821169006,0.17911998329266715,4.861054246034232e-21,4.3065862662064187e-13,1.1699869553210268e-18,5.042768928298314e-15,1.814822935580606e-14
c000,full,1.337924661462325e-06,994.0549984919373,1732779.0900000003,5.652888033209377,0.14738887818995597,0.179119983270979,6.330147440505091e-21,5.183969424189324e-13,1.5229777100006672e-18,5.851537787804233e-15,1.9915727658461833e-14
c000,full,1.4647297470583489e-06,994.054998349319,1732779.09,5.652888034020397,0.14738887816614693,0.17911998324722533,8.411949033456985e-21,6.238206710750098e-13,2.0225097859921614e-18,6.803060340634451e-15,2.1852189561915357e-14
c000,full,1.6035530951142637e-06,994.0549981932453,1732779.09,5.652888034907932,0.1473888781400634,0.17911998322120837,1.108916574132334e-20,7.504428173234054e-13,2.66463826956232e-18,7.923589524805701e-15,2.3973184661044984e-14
c000,full,1.7555337658805034e-06,994.054998022453,1732779.09,5.652888035879165,0.14738887811148632,0.17911998319271122,1.449726877625035e-20,9.024974503323433e-13,3.481789200071571e-18,9.244792840935686e-15,2.6296401134041702e-14
c000,full,1.921918776831631e-06,994.0549978355621,1732779.0899999999,5.652888036941945,0.14738887808017506,0.179119983161496,1.9146928572834216e-20,1.0851127495210792e-12,4.5957101512607836e-18,1.080545237030153e-14,2.8841357648542905e-14
c000,full,2.1040733345765875e-06,994.0549976310645,1732779.0900000003,5.652888038104847,0.14738887804586515,0.1791199831273015,2.5704394961086498e-20,1.304445386441017e-12,6.165216703719891e-18,1.2652006230572947e-14,3.162949927668981e-14
c000,full,2.303492036523288e-06,994.0549974073124,1732779.0900000003,5.65288803937724,0.14738887800826644,0.17911998308984145,3.407580500436185e-20,1.5677454632445618e-12,8.168301570341192e-18,1.483730208543582e-14,3.468408058561316e-14
c000,full,2.5218111342083914e-06,994.054997162506,1732779.09,5.6528880407693585,0.1473888779670599,0.17911998304880133,4.466982464211814e-20,1.883782135641608e-12,1.0702606585207423e-17,1.7425951673924507e-14,3.8030788196957944e-14
c000,full,2.7608219589141693e-06,994.0549968946802,1732779.0899999999,5.652888042292377,0.1473888779218947,0.179119983003836,5.79808549251693e-20,2.263069354602787e-12,1.388625481096965e-17,2.049514426255527e-14,4.169782943966345e-14
c000,full,3.0224856197311066e-06,994.0549966016908,1732779.0899999999,5.652888043958492,0.147388877872385,0.17911998295456624,7.600851099095164e-20,2.7184195412258087e-12,1.8194850315892405e-17,2.4141281926126062e-14,4.571625248118495e-14
c000,full,3.3089490946653768e-06,994.0549962811965,1732779.0899999999,5.652888045781011,0.14738887781810625,0.17911998290057554,9.984684346544618e-20,3.265000360294238e-12,2.388920794119573e-17,2.8475723126647115e-14,5.0120118809455245e-14
c000,full,3.6225628468203996e-06,994.0549959306422,1732779.0900000003,5.652888047774467,0.1473888777585914,0.17911998284140637,1.3017321313565885e-19,3.920901358373994e-12,3.113144576791491e-17,3.362970705579465e-14,5.49468390774526e-14
c000,full,3.965900110195138e-06,994.0549955472426,1732779.0899999999,5.652888049954696,0.14738887769332576,0.1791199827765557,1.6962236765871376e-19,4.708075858446389e-12,4.0547700345587577e-17,3.976555988896555e-14,6.023757316308733e-14
c000,full,4.341778003341169e-06,994.0549951279622,1732779.09,5.65288805233896,0.14738887762174221,0.17911998270547005,2.228987066207732e-19,5.653067358276157e-12,5.325437629938751e-17,4.708201013883022e-14,6.603759396692794e-14
c000,full,4.753280644118311e-06,994.0549946694899,1732779.09,5.652888054946085,0.14738887754321578,0.17911998262754106,2.920097765516753e-19,6.7871623640808024e-12,6.973043197756648e-17,5.580601183790697e-14,7.239673055722654e-14
c000,full,5.2037844552077874e-06,994.0549941682201,1732779.0900000003,5.652888057796574,0.14738887745705695,0.17911998254209907,3.811230892599372e-19,8.148123011745712e-12,9.096671051404212e-17,6.621430755514145e-14,7.936984056288908e-14
c000,full,5.696985868017281e-06,994.054993620228,1732779.09,5.6528880609127405,0.14738887736250442,0.1791199824484066,4.962093518941747e-19,9.781356229119795e-12,1.183803544118987e-16,7.8640901873483e-14,8.701734850733784e-14
c000,full,6.236931652291631e-06,994.0549930212458,1732779.0899999999,5.652888064318855,0.1473888772587168,0.17911998234565085,6.486891104194602e-19,1.1741905710712659e-11,1.5467160774054552e-16,9.349799020113555e-14,9.540583526511668e-14
c000,full,6.8280521202864435e-06,994.0549923666291,1732779.09,5.652888068041322,0.14738887714476445,0.17911998223293638,8.473174586253667e-19,1.40950422009006e-11,2.0191964529309484e-16,1.1126455930971867e-13,1.0460874060817371e-13
c000,full,7.4751974779486e-06,994.0549916513334,1732779.09,5.652888072108825,0.14738887701961842,0.1791199821092753,1.1062380192332546e-18,1.6919527953379998e-11,2.6347276258846214e-16,1.3252462441025316e-13,1.1470709300454183e-13
c000,full,8.183677621368953e-06,994.0549908698843,1732779.0899999999,5.652888076552487,0.14738887688213875,0.17911998197357698,1.446663395817332e-18,2.031036708014376e-11,3.4433266249508104e-16,1.5798950415280206e-13,1.2579036924918961e-13
c000,full,8.959305705041268e-06,994.0549900163421,1732779.09,5.652888081406082,0.147388876731062,0.17911998182463706,1.8929216532802815e-18,2.4381301012123733e-11,4.5025201349545e-16,1.8850808206603902e-13,1.3795742755992622e-13
c000,full,9.808445839409531e-06,994.054989084273,1732779.09,5.652888086706185,0.14738887656498562,0.17911998166112394,2.4790747160930028e-18,2.92693279931297e-11,5.892499838193413e-16,2.251104398383223e-13,1.513175920226234e-13
c000,full,1.0738065309067048e-05,994.0549880667147,1732779.09,5.652888092492379,0.14738887638235137,0.17911998148156444,3.249577185761561e-18,3.513918758562915e-11,7.717949786136353e-16,2.6904087510121435e-13,1.659918544330687e-13
c000,full,1.1755791740063317e-05,994.0549869561428,1732779.09,5.652888098807443,0.1473888761814257,0.17911998128432713,4.262920365994843e-18,4.218896040458041e-11,1.0115752720666529e-15,3.21802603490936e-13,1.8211423696027098e-13
c000,full,1.2869975685382376e-05,994.0549857444387,1732779.09,5.652888105697525,0.14738887596027755,0.17911998106760332,5.596085194753507e-18,5.065713939699226e-11,1.3266631915589311e-15,3.8521754577767267e-13,1.9983333953611995e-13
c000,full,1.4089759142113024e-05,994.0549844228585,1732779.09,5.652888113212334,0.1473888757167528,0.17911998082938596,7.350365886605641e-18,6.083087152835076e-11,1.7408320078634755e-15,4.614941786935709e-13,2.1931408988887538e-13
c000,full,1.5425150562501576e-05,994.0549829820015,1732779.0900000003,5.652888121405302,0.1473888754484452,0.1791199805674451,9.660931481241358e-18,7.305564360452305e-11,2.2853807309552415e-15,5.533066813434035e-13,2.407397268320564e-13
c000,full,1.6887106974360904e-05,994.0549814117874,1732779.09,5.652888130333725,0.14738887515266239,0.17911998027929998,1.2704404808229005e-17,8.77479384556754e-11,3.0014337389872364e-15,6.639060818545221e-13,2.6431407404866863e-13
c000,full,1.8487623884642364e-05,994.0549797014353,1732779.09,5.6528881400588755,0.14738887482638643,0.17911997996218695,1.6711959502040693e-17,1.0541002150207805e-10,3.943027121347797e-15,7.972486573598937e-13,2.902641243785266e-13
c000,full,2.0239833703838706e-05,994.0549778394519,1732779.09,5.652888150646069,0.14738887446622917,0.17911997961302276,2.198843037118868e-17,1.2664752151580078e-10,5.181205600629842e-15,9.581488895813e-13,3.18842986773556e-13
c000,full,2.2158113498800755e-05,994.0549758136276,1732779.09,5.652888162164684,0.14738887406837992,0.17911997922836279,2.8947648995368244e-17,1.521904729680106e-10,6.810691311150474e-15,1.1524677057551854e-12,3.503332350570971e-13
c000,full,2.4258202958091255e-05,994.0549736110526,1732779.09,5.652888174688071,0.14738887362854317,0.17911997880435143,3.8121603090148956e-17,1.8292099046906946e-10,8.954696918105251e-15,1.3873658193195554e-12,3.850508396948674e-13
c000,full,2.655733353779401e-05,994.0549712181478,1732779.0900000003,5.652888188293365,0.14738887314186752,0.17911997833666532,5.0211033967066774e-17,2.199047204331334e-10,1.177526313201252e-14,1.6715951435487076e-12,4.233495952902643e-13
c000,full,2.9074369847433058e-05,994.0549686207229,1732779.09,5.652888203061164,0.1473888726028626,0.17911997782044844,6.617346423237733e-17,2.644289193597791e-10,1.548981010300948e-14,2.0158663796335935e-12,4.656261682248626e-13
c000,full,3.1829964436088536e-05,994.054965804065,1732779.09,5.6528882190750105,0.14738887200529924,0.17911997725023374,8.723452489613395e-17,3.1805170096689155e-10,2.037980509570264e-14,2.433311229944606e-12,5.123261416791566e-13
c000,full,3.48467272487458e-05,994.0549627530745,1732779.09,5.652888236420618,0.14738887134209466,0.1791199766198542,1.1505211080804995e-16,3.826586660330735e-10,2.6821169106131343e-14,2.940059769459158e-12,5.639506887058379e-13
c000,full,3.814941114328514e-05,994.0549594524508,1732779.0899999999,5.652888255184807,0.1473888706051751,0.17911997592233686,1.5180706650066399e-16,4.6053450841194944e-10,3.5307915817658525e-14,3.5559516843209973e-12,6.210645349503767e-13
c000,full,4.176511499029769e-05,994.0549558869521,1732779.0900000003,5.652888275454021,0.14738886978531365,0.17911997514977804,2.00414556399129e-16,5.544494951257168e-10,4.6495628395702736e-14,4.305443287470635e-12,6.843050000386167e-13
c000,full,4.572350602218436e-05,994.0549520417413,1732779.09,5.652888297312345,0.14738886887193817,0.1791199742931967,2.64727579343003e-16,6.677661247373433e-10,6.124831626903542e-14,5.218726399300797e-12,7.543926325330111e-13
c000,full,5.005706325593498e-05,994.0549479028539,1732779.0899999999,5.652888320838833,0.14738886785290173,0.1791199733423597,3.499258704486609e-16,8.045689605788711e-10,8.071672242999194e-14,6.333163519877103e-12,8.321433081708613e-13
c000,full,5.480134398689698e-05,994.0549434577948,1732779.09,5.6528883461041,0.1473888667142089,0.1791199722855746,4.6280827465163975e-16,9.698265103177512e-10,1.0641103825629618e-13,7.695047100242657e-12,9.184827303469697e-13
c000,full,5.9995275540143345e-05,994.0549386963514,1732779.0900000003,5.652888373165688,0.14738886543968943,0.17911997110944222,6.12578582610043e-16,1.1695863462025623e-09,1.4035172553406405e-13,9.361902022900683e-12,1.0144624834581963e-12
c000,full,6.568147467329187e-05,994.0549336116035,1732779.0899999999,5.65288840206228,0.1473888640106037,0.1791199697985598,8.113777625717754e-16,1.4112213807813577e-09,1.8519869882561655e-13,1.1405300232194455e-11,1.1212797134722212e-12
c000,full,7.190659725150692e-05,994.0549282012736,1732779.09,5.652888432806023,0.1473888624051725,0.17911996833516597,1.0755894059418963e-15,1.703727273094357e-09,2.4450465498798874e-13,1.3914534959604915e-11,1.2402987438962756e-12
c000,full,7.872172106380771e-05,994.054922469431,1732779.0899999999,5.652888465372787,0.14738886059800513,0.17911996669871125,1.4270874455302989e-15,2.0580962338550687e-09,3.229831539411579e-13,1.7001207671913113e-11,1.373077379261608e-12
c000,full,8.618276492172718e-05,994.0549164287016,1732779.09,5.652888499689587,0.14738885855941214,0.17911996486534026,1.8953009689914327e-15,2.4877753176843386e-09,4.2691985924076726e-13,2.0805122856035873e-11,1.5213965456688235e-12
c000,full,9.435094747907487e-05,994.054910103088,1732779.0900000005,5.652888535618505,0.1473888562545693,0.17911996280726303,2.5197801530010044e-15,3.0092376495539585e-09,5.646925257075485e-13,2.550177372892971e-11,1.68729484535079e-12
c000,full,0.0001032932895374638,994.0549035315829,1732779.0900000005,5.65288857293611,0.14738885364250406,0.17911996049199164,3.3538000845391737e-15,3.6426904599541733e-09,7.474866978766999e-13,3.131192631233357e-11,1.8731085037083143e-12
c000,full,0.00011308316395907512,994.0548967727892,1732779.09,5.6528886113071755,0.1473888506748618,0.17911995788140966,4.469246364935757e-15,4.412955317880526e-09,9.902582804681938e-13,3.8513865814498156e-11,2.0815171654409015e-12
c000,full,0.00012380089769875165,994.0548899108334,1732779.0900000005,5.6528886502510405,0.1473888472943994,0.17911995493063385,5.9632968386503255e-15,5.350564884359571e-09,1.3130341032712637e-12,4.7459127229242615e-11,2.3155963999740515e-12
c000,full,0.00013553443089515493,994.0548830629102,1732779.09,5.652888689098729,0.1473888434331479,0.17911995158662233,7.967596857854284e-15,6.49312725848206e-09,1.7426817835666148e-12,5.859262401301313e-11,2.578877352899044e-12
c000,full,0.00014838003842890384,994.0548763889301,1732779.0899999996,5.65288872693818,0.14738883901016162,0.17911994778646542,1.0660829080138934e-14,7.887027883118783e-09,2.3153110280641827e-12,7.247851253626096e-11,2.8754139284615816e-12
c000,full,0.00016244311986814846,994.054870103843,1732779.0899999999,5.652888762544335,0.14738883392876218,0.17911994345528573,1.4285998118726238e-14,9.589552079188322e-09,3.0795458706460688e-12,8.983341655529934e-11,3.2098577692364488e-12
c000,full,0.00017783906428317433,994.0548644933617,1732779.09,5.6528887942900345,0.14738882807316037,0.1791199385036568,1.9174229660307824e-14,1.1671529777033818e-08,4.10099988983575e-12,1.1156904087654821e-10,3.58754036838717e-12
c000,full,0.0001946941970259231,994.0548599340435,1732779.0900000003,5.65288882003237,0.14738882130431236,0.17911993282442537,2.5777544188842442e-14,1.4220632997705787e-08,5.468401218349149e-12,1.3884690675816966e-10,4.014561250178447e-12
c000,full,0.00021314681624286632,994.0548569188867,1732779.09,5.652888836967994,0.14738881345484064,0.17911992628880355,3.4714028794872806e-14,1.7345479508357025e-08,7.302006026409508e-12,1.7314849975596159e-10,4.497879487680995e-12
c000,full,0.00023334832762591793,994.05485608992,1732779.09,5.652888841449194,0.14738880432281506,0.17911991874156805,4.683008824244152e-14,2.1180730250091877e-08,9.765183010323602e-12,2.1636501308479698e-10,5.045404196596669e-12
c000,full,0.0002554644867121502,994.0548582797487,1732779.09,5.652888828749779,0.14738879366413782,0.17911990999516106,6.328642619017645e-14,2.5893417794541035e-08,1.3080385255172804e-11,2.70912293227535e-10,5.6660760189847e-12
c000,full,0.00027967675892549913,994.0548645639176,1732779.0900000003,5.652888792770533,0.14738878118329923,0.17911989982251583,8.567568426731983e-14,3.169072641538522e-08,1.7551275880873348e-11,3.3987609924321516e-10,6.36992968373664e-12
