case_id,model,time_s,T,P,density,X_CH4,X_O2,X_CO2,X_H2O,X_CO,X_H2,X_OH
c001,reduced,4.73850966483075e-08,1246.8049928894732,966670.8975000002,2.5298872881058316,0.13434084298011162,0.1818611659803638,6.536930559342833e-21,1.1495478751160728e-13,2.3075388651872534e-20,2.040782342882138e-20,1.957270307469198e-13
c001,reduced,5.187613520192627e-08,1246.8049922156658,966670.8975000001,2.5298872894693445,0.13434084286447845,0.18186116586615156,8.733461242081962e-21,1.4564175166501749e-13,3.069840270901136e-20,2.6921900858102812e-20,2.267031538528657e-13
c001,reduced,5.679282293042765e-08,1246.8049914780208,966670.8975000002,2.529887290962039,0.13434084273787297,0.18186116574110586,1.1668287254341165e-20,1.8438600107898458e-13,4.090178393499772e-20,3.559631512915265e-20,2.6186812463794516e-13
c001,reduced,6.217550177653072e-08,1246.804990670493,966670.8975,2.529887292596147,0.13434084259925255,0.1818611656041982,1.556681764168193e-20,2.330774676600635e-13,5.452156779563855e-20,4.713007081976607e-20,3.0176425686175065e-13
c001,reduced,6.806833718934947e-08,1246.8049897864657,966670.8975000002,2.52988729438506,0.13434084244747496,0.18186116545430223,2.0784774423287127e-20,2.9432065669823266e-13,7.289293345571372e-20,6.263602353005533e-20,3.46703555757405e-13
c001,reduced,7.451968050657386e-08,1246.8049888186958,966670.8975000001,2.5298872963434333,0.13434084228128926,0.18186116529018442,2.7639106179299574e-20,3.708916518469705e-13,9.716681428180274e-20,8.307349835504123e-20,3.9740388903809073e-13
c001,reduced,8.158246568230742e-08,1246.8049877592562,966670.8975000001,2.529887298487308,0.13434084209932487,0.18186116511049355,3.681146774395365e-20,4.666975532164199e-13,1.3010191683368709e-19,1.1075988065641986e-19,4.541499678875016e-13
c001,reduced,8.93146436157592e-08,1246.8049865994697,966670.8975000001,2.5298873008342446,0.13434084190008047,0.18186116491375,4.9018927596383404e-20,5.863503626614192e-13,1.7450750423190517e-19,1.480470953323156e-19,5.173524880856668e-13
c001,reduced,9.777965764449839e-08,1246.8049853298396,966670.8975000001,2.5298873034034592,0.13434084168191132,0.1818611646983331,6.529371006861277e-20,7.353333301695081e-13,2.3474789625975134e-19,1.9862389539723953e-19,5.875504061572702e-13
c001,reduced,1.0704696410374926e-07,1246.8049839399716,966670.8975000001,2.5298873062159863,0.1343408414430152,0.18186116446246747,8.701899862729179e-20,9.204948035928727e-13,3.1673428842546636e-19,2.6748908892558203e-19,6.651152391912125e-13
c001,reduced,1.1719260222296458e-07,1246.8049824184898,966670.8975000002,2.5298873092948457,0.13434084118141765,0.18186116420420848,1.1592673502725466e-19,1.1493353412130193e-12,4.288125730880801e-19,3.618187567570355e-19,7.512007921749261e-13
c001,reduced,1.282998180357457e-07,1246.8049807529444,966670.8975,2.52988731266523,0.1343408408949545,0.18186116392142587,1.5439041546083325e-19,1.4319894776676592e-12,5.817206238444487e-19,4.907564760437672e-19,8.460491980596959e-13
c001,reduced,1.4045974742234903e-07,1246.80497892971,966670.8975000002,2.5298873163547118,0.13434084058125476,0.18186116361178567,2.0549159712893055e-19,1.7801983514351722e-12,7.906492074616829e-19,6.673765036202919e-19,9.503595587308743e-13
c001,reduced,1.537721638892226e-07,1246.8049769338743,966670.8975,2.529887320393467,0.13434084023772028,0.1818611632727311,2.7327294228014704e-19,2.207963329198053e-12,1.0763790506863935e-18,9.096472237190211e-19,1.0650455354178055e-12
c001,reduced,1.6834629722117495e-07,1246.8049747491218,966670.8974999998,2.5298873248145113,0.1343408398615018,0.18186116290146045,3.6310740299634013e-19,2.732476397041133e-12,1.4675453746541362e-18,1.242428698188716e-18,1.1907987673642853e-12
c001,reduced,1.8430172972331058e-07,1246.804972357598,966670.8975000001,2.529887329653976,0.1343408394494763,0.18186116249490375,4.820422857505763e-19,3.3740726300368496e-12,2.003685383677402e-18,1.7002336799337762e-18,1.3287270445673763e-12
c001,reduced,2.01769377406489e-07,1246.804969739766,966670.8975,2.5298873349513924,0.1343408389982199,0.18186116204969655,6.393811635857209e-19,4.157257417920809e-12,2.740828880648657e-18,2.332318029382634e-18,1.480037276251057e-12
c001,reduced,2.2089256416703693e-07,1246.8049668742494,966670.8975000001,2.5298873407500206,0.13434083850397846,0.18186116156215187,8.47372428709818e-19,5.111664968203007e-12,3.754830204965016e-18,3.2055342168131543e-18,1.6459278617502e-12
c001,reduced,2.418281977744721e-07,1246.8049637376596,966670.8975000001,2.5298873470971857,0.134340837962635,0.18186116102822822,1.122154089834581e-18,6.272833797699304e-12,5.153769319657384e-18,4.415816147797467e-18,1.8278350488989588e-12
c001,reduced,2.6474805731634487e-07,1246.804960304408,966670.8975,2.529887354044669,0.13434083736967417,0.1818611604434956,1.4849758258379546e-18,7.683616878750097e-12,7.089479951625812e-18,6.098670915593956e-18,2.0272483619755087e-12
c001,reduced,2.89840202663817e-07,1246.8049565465033,966670.8975000001,2.5298873616491138,0.13434083672014221,0.1818611598030969,1.9637935177507936e-18,9.395548845365433e-12,9.767737748200892e-18,8.438175745114533e-18,2.245814511225942e-12
c001,reduced,3.1731051752279016e-07,1246.8049524333258,966670.8974999998,2.529887369972479,0.13434083600860355,0.18186115910170658,2.5954053436908533e-18,1.147063422071458e-11,1.3480626427464798e-17,1.169713083579827e-17,2.4853151525305533e-12
c001,reduced,3.473843987314819e-07,1246.8049479313834,966670.8975000001,2.529887379082539,0.1343408352290928,0.18186115833348437,3.4282257198910156e-18,1.3983387865252592e-11,1.864075144085181e-17,1.6248659661714766e-17,2.7477462296121173e-12
c001,reduced,3.8030860566531846e-07,1246.8049430040473,966670.8975000001,2.5298873890534135,0.1343408343750615,0.18186115749202453,4.525934244051458e-18,1.7023417040115227e-11,2.5817509670542056e-17,2.2609316715123827e-17,3.0352812770705214e-12
c001,reduced,4.1635328492370525e-07,1246.8049376112594,966670.8975000001,2.5298873999661606,0.1343408334393192,0.18186115657030008,5.97229665088168e-18,2.0698394471738635e-11,3.5823136779876297e-17,3.151972324324269e-17,3.350354795257588e-12
c001,reduced,4.558141869114396e-07,1246.8049317092177,966670.8974999998,2.529887411909418,0.13434083241396905,0.18186115556060134,7.877475143549405e-18,2.513774951024616e-11,4.980348339030949e-17,4.40289597873682e-17,3.695642219989451e-12
c001,reduced,4.990150925020539e-07,1246.8049252500316,966670.8975000001,2.5298874249800924,0.13434083129033478,0.1818611544544669,1.0386317073554017e-17,3.049706174172725e-11,6.935596677658772e-17,6.16041867400916e-17,4.0740764875396335e-12
c001,reduced,5.46310469694122e-07,1246.8049181813487,966670.8975000001,2.529887439284121,0.13434083005888175,0.18186115324260899,1.3689286914982696e-17,3.696332332733334e-11,9.674951625982314e-17,8.633750115440332e-17,4.488884620730362e-12
c001,reduced,5.980883820586725e-07,1246.8049104459446,966670.8975000001,2.5298874549372994,0.13434082870912806,0.1818611519148302,1.803682873805295e-17,4.476128793341874e-11,1.3522381899986026e-16,1.212276447242917e-16,4.943607196793769e-12
c001,reduced,6.547736728418224e-07,1246.8049019812827,966670.8975000001,2.529887472066171,0.13434082722954563,0.18186115045993098,2.375814146986769e-17,5.416107772538236e-11,1.8927872761879562e-16,1.7044980269266584e-16,5.442147576943639e-12
c001,reduced,7.168314508485328e-07,1246.8048927190318,966670.8975000001,2.5298874908090063,0.13434082560745114,0.18186114886560764,3.1286089431297195e-17,6.548736361218039e-11,2.6539391718328057e-16,2.400383328677223e-16,5.988796690800282e-12
c001,reduced,7.847709067095382e-07,1246.8048825845449,966670.8975,2.529887511316854,0.1343408238288837,0.18186114711833956,4.118965878148028e-17,7.913038728972433e-11,3.7265567743006163e-16,3.3847552847739166e-16,6.588284593917745e-12
c001,reduced,8.591494908443198e-07,1246.8048714962924,966670.8975000002,2.529887533754692,0.13434082187846885,0.1818611452032635,5.421693396752553e-17,9.555924055838417e-11,5.240641208514427e-16,4.779329645826546e-16,7.2458229954050424e-12
c001,reduced,9.405774874007329e-07,1246.8048593652509,966670.8975000003,2.529887558302656,0.13434081973926637,0.1818611431040338,7.135137923214263e-17,1.1533784859252988e-10,7.38081314717143e-16,6.757386959916752e-16,7.967157648269104e-12
c001,reduced,1.0297230217009874e-06,1246.8048460942414,966670.8975000001,2.5298875851573905,0.13434081739260034,0.18186114080266744,9.388596937251537e-17,1.391442177457623e-10,1.0409968040762336e-15,9.56625593048038e-16,8.758627790754024e-12
c001,reduced,1.1273175422805505e-06,1246.80483157722,966670.8975000001,2.529887614533475,0.1343408148178684,0.18186113827936853,1.2352131595977528e-16,1.6779362561732741e-10,1.471155632974951e-15,1.3567686127557781e-15,9.627229336895905e-12
c001,reduced,1.2341618225007438e-06,1246.8048156985074,966670.8975000001,2.5298876466649878,0.13434081199232806,0.18186113551233674,1.624928712084707e-16,2.0226657639200017e-10,2.0823533668108205e-15,1.9270002364329717e-15,1.0580690660499906e-11
c001,reduced,1.35113253097883e-06,1246.8047983319586,966670.8975,2.529887681807179,0.13434080889085614,0.1818611324775515,2.1373974217804266e-16,2.437425067299677e-10,2.9508199705607264e-15,2.739475399159233e-15,1.1627555038754531e-11
c001,reduced,1.4791894247467393e-06,1246.8047793400824,966670.8975000002,2.5298877202382672,0.13434080548567856,0.18186112914853014,2.8112687624916387e-16,2.936404497560458e-10,4.185212569381722e-15,3.8972186099889395e-15,1.2777274026476996e-11
c001,reduced,1.6193832241589835e-06,1246.8047585730976,966670.8975000001,2.5298877622613305,0.13434080174606408,0.18186112549605427,3.6973842145299507e-16,3.5366811510893287e-10,5.942212988687583e-15,5.549054646816864e-15,1.4040312345878662e-11
c001,reduced,1.7728642341642933e-06,1246.8047358679255,966670.8975,2.529887808206362,0.13434079763797954,0.18186112148786673,4.862584969933393e-16,4.2588119460153105e-10,8.44112141608409e-15,7.903520515776597e-15,1.542826719525156e-11
c001,reduced,1.94089178267934e-06,1246.8047110471211,966670.8975,2.5298878584324243,0.13434079312369862,0.18186111708832814,6.394848482670749e-16,5.127549732824425e-10,1.2002296502161765e-14,1.1265775448373333e-14,1.6954002715501805e-11
c001,reduced,2.1248445535074626e-06,1246.804683917749,966670.8975000001,2.5298879133299295,0.13434078816135755,0.1818611122580302,8.410084535314951e-16,6.172709075147381e-10,1.710587407120969e-14,1.6094037309837893e-14,1.8631802639356408e-11
c001,reduced,2.3262318985850738e-06,1246.8046542702127,966670.8975000001,2.529887973323007,0.1343407827044499,0.18186110695335503,1.1060370154358966e-15,7.430217834870004e-10,2.4372294396934365e-14,2.2980300100094348e-14,2.0477544191779554e-11
c001,reduced,2.546706222373891e-06,1246.8046218770287,966670.8975000002,2.52988803887199,0.13434077670125075,0.1818611011259807,1.4546478207191596e-15,8.943382014002399e-10,3.4780186211292016e-14,3.28604340764967e-14,2.2508894534942387e-11
c001,reduced,2.7880765400142683e-06,1246.8045864915734,966670.8975000003,2.5298881104759516,0.13434077009415785,0.1818610947223151,1.9132015587012897e-15,1.0764431228658827e-09,4.962605723215819e-14,4.6974427602018094e-14,2.4745536349854034e-11
c001,reduced,3.0523233204857195e-06,1246.8045478468096,966670.8975,2.52988818867529,0.13434076281893825,0.18186108768285472,2.5164627558682355e-15,1.2956380283479489e-09,7.084899613086521e-14,6.717934590868358e-14,2.7209423372263864e-11
c001,reduced,3.34161473656433e-06,1246.804505654024,966670.8974999998,2.529888274054289,0.1343407548038622,0.18186107994144823,3.3102290920774e-15,1.5595298001914892e-09,1.0124231296756964e-13,9.615263133920806e-14,2.9925073607702363e-11
c001,reduced,3.658324454909646e-06,1246.8044596016,966670.8975000001,2.529888367243614,0.13434074596870685,0.1818610714244555,4.3547966038701984e-15,1.8773065459969224e-09,1.4474812713008534e-13,1.376752004791104e-13,3.2919904668531433e-11
c001,reduced,4.005051112250598e-06,1246.8044093538722,966670.8975000001,2.529888468922637,0.1343407362236072,0.1818610620497807,5.7296714763135816e-15,2.260072406352827e-09,2.070919457156732e-13,1.9724271803749584e-13,3.622461705233573e-11
c001,reduced,4.38463963747466e-06,1246.8043545501162,966670.8975000002,2.5298885798215083,0.13434072546772732,0.18186105172575864,7.539708617947271e-15,2.7212557286954096e-09,2.9655992191539615e-13,2.8281407826385736e-13,3.987363406525143e-11
c001,reduced,4.800204594570229e-06,1246.8042948037587,966670.8975000002,2.529888700722775,0.1343407135877198,0.1818610403498667,9.923158140580085e-15,3.2771071483224715e-09,4.250000859854398e-13,4.0577550852987087e-13,4.3905607279428723e-11
c001,reduced,5.255155737953469e-06,1246.8042297018935,966670.8975000001,2.5298888324623996,0.1343407004559363,0.1818610278072321,1.3062451134163362e-14,3.947306625608061e-09,6.09513089784389e-13,5.825699887104056e-13,4.8363995119487365e-11
c001,reduced,5.753225989863843e-06,1246.8041588052467,966670.8975000002,2.529888975929875,0.1343406859283424,0.18186101396889384,1.7198191622466733e-14,4.7557070301035375e-09,8.744009423293613e-13,8.365745286416573e-13,5.329773022290375e-11
c001,reduced,6.298502069385827e-06,1246.8040816487407,966670.8975000001,2.5298891320671473,0.13434066984208595,0.18186099868977984,2.2648331801518558e-14,5.731239778993234e-09,1.2550824254140622e-12,1.2018763209375704e-12,5.876198165070146e-11
c001,reduced,6.895458024411172e-06,1246.8039977428962,966670.8975,2.5298893018658686,0.1343406520126491,0.1818609818063332,2.983292394283978e-14,6.909028001981595e-09,1.802609740295365e-12,1.7276272393594097e-12,6.481903572481787e-11
c001,reduced,7.5489919416749365e-06,1246.80390657634,966670.8975000002,2.529889486362434,0.1343406322305094,0.18186096313372788,3.930725984120527e-14,8.33174965654558e-09,2.590741680596296e-12,2.4848656095834132e-12,7.153930296861966e-11
c001,reduced,8.264466136075054e-06,1246.8038076197897,966670.8975000001,2.5298896866300766,0.13434061025721503,0.18186094246258633,5.1805632296596503e-14,1.0051311735638356e-08,3.725927123315498e-12,3.576145155792716e-12,7.900247380498677e-11
c001,reduced,9.047751149033125e-06,1246.8037003319826,966670.8975,2.529889903767076,0.13434058582076092,0.18186091955510186,6.829993933750293e-14,1.2130907155472765e-08,5.3620781317551445e-12,5.14978819245842e-12,8.729884085064164e-11
c001,reduced,9.905273916907583e-06,1246.8035841681462,966670.8975000002,2.529890138879895,0.13434055861013205,0.18186089414044027,9.00768600322251e-14,1.4647546253878809e-08,7.721572331051525e-12,7.420145878414498e-12,9.653080929631947e-11
c001,reduced,1.0844070504686099e-05,1246.8034585918015,966670.8975000002,2.529890393059664,0.13434052826884757,0.1818608659092733,1.1884135249458414e-13,1.7695173663108428e-08,1.1126156192766734e-11,1.0697416894763162e-11,1.0681461501522882e-10
c001,reduced,1.187184383764278e-05,1246.8033230908777,966670.8975000001,2.529890667350059,0.1343404943873109,0.18186083450725887,1.5685380378441823e-13,2.1388511622461276e-08,1.6041321154432847e-11,1.5430463761069573e-11,1.182822715125732e-10
c001,reduced,1.2997026904654593e-05,1246.8031771994085,966670.8975000001,2.529890962704055,0.13434045649373091,0.18186079952724907,2.0711302343872367e-13,2.5867799112208412e-08,2.314120373846144e-11,2.2269430824026374e-11,1.3108376434690567e-10
c001,reduced,1.4228851951766905e-05,1246.803020526465,966670.8975000001,2.5298912799262285,0.13434041404332392,0.18186076049994923,2.736005897951834e-13,3.130464334176881e-08,3.340246500774075e-11,3.215632329573456e-11,1.4538950625065125e-10
c001,reduced,1.557742623374848e-05,1246.8028527943745,966670.8975,2.5298916195965613,0.1343403664054598,0.18186071688270083,3.6160704269688576e-13,3.790924456616274e-08,4.8240663194205006e-11,4.645657471982862e-11,1.6139305525022607e-10
c001,reduced,1.7053814945185574e-05,1246.8026738888907,966670.8975000002,2.5298919819704175,0.1343403128483401,0.18186066804598583,4.781681192264608e-13,4.593931829489002e-08,6.970817005947451e-11,6.714996973372328e-11,1.793140906958108e-10
c001,reduced,1.8670132011573625e-05,1246.8024839246505,966670.8975,2.5298923668480424,0.134340252520722,0.18186061325716707,6.326488567627788e-13,5.5711109615130136e-08,1.0078140381677097e-10,9.710768005734885e-11,1.9940161420401466e-10
c001,reduced,2.0439639485356987e-05,1246.8022833302084,966670.8975000001,2.529892773405073,0.13434018443010398,0.18186055166087803,8.375270675120955e-13,6.76129851264516e-08,1.4577714053459359e-10,1.404937289715252e-10,2.2193730937687398e-10
c001,reduced,2.2376856362471563e-05,1246.8020729579835,966670.8975000001,2.5298931999734107,0.13434010741669244,0.18186048225536705,1.1094462487995622e-12,8.212218413462504e-08,2.1095557152564781e-10,2.0334639925596582e-10,2.4723895634659985e-10
c001,reduced,2.4497677712241645e-05,1246.8018542258144,966670.8975000002,2.529893643759132,0.13434002012235544,0.18186040386397104,1.4706337222559278e-12,9.982542336825769e-08,3.0539292800607616e-10,2.9441925668664815e-10,2.7566372184394806e-10
c001,reduced,2.6819505098104572e-05,1246.8016292983905,966670.8975000001,2.5298941004809885,0.13433992095365993,0.18186031510076686,1.9508161808134805e-12,1.2144417156247794e-07,4.4224175450273146e-10,4.263952694668165e-10,3.076110553797046e-10
c001,reduced,2.9361389359279016e-05,1246.8014013189234,966670.8975000002,2.529894563908845,0.13433980803795517,0.18186021432928953,2.589816407009746e-12,1.4786555604084272e-07,6.405447108492017e-10,6.176333430105005e-10,3.4352479738652063e-10
c001,reduced,3.214418692491496e-05,1246.8011747036799,966670.8975000001,2.52989502527695,0.13433967917137085,0.181860099613082,3.4410878838413893e-12,1.80179990944805e-07,9.278352102853839e-10,8.946710698266034e-10,3.838939411975661e-10
c001,reduced,3.5190730943300414e-05,1246.8009555142953,966670.8975,2.529895472542325,0.1343395317575864,0.18185996865677223,4.576549384604569e-12,2.1972669278685148e-07,1.3438501002055876e-09,1.2957950188434472e-09,4.2925126404738985e-10
c001,reduced,3.8526018630257754e-05,1246.8007519254427,966670.8974999998,2.5298958894532664,0.13433936273627659,0.18185981873635726,6.093234551189631e-12,2.681482928292771e-07,1.9457983736875294e-09,1.8761027279702325e-09,4.80168781658889e-10
c001,reduced,4.217741637394269e-05,1246.8005748081512,966670.8975000001,2.529896254387619,0.13433916850032235,0.18185964661747192,8.122495708711514e-12,3.274557165750618e-07,2.8157740403526394e-09,2.7146166548682342e-09,5.372486405785881e-10
c001,reduced,4.617488427895273e-05,1246.8004384508356,966670.8975000002,2.529896538916983,0.13433894480136938,0.18185944846077923,1.0842819681806746e-11,4.001042373568949e-07,4.071083376417907e-09,3.92418094120158e-09,6.011076885546523e-10
c001,reduced,5.0551221992153614e-05,1246.8003614403224,966670.8975000001,2.5298967060527655,0.13433868664421209,0.1818592197143214,1.4497771413359524e-11,4.890810681372773e-07,5.878444553147426e-09,5.665044434225866e-09,6.723535793264675e-10
c001,reduced,5.53423378272504e-05,1246.8003677228469,966670.8975000002,2.5298967081348582,0.13433838817190527,0.18185895499384175,1.9421207614087472e-11,5.980039244949069e-07,8.473187265252941e-09,8.16318343848831e-09,7.515499503702463e-10
c001,reduced,6.058754339629831e-05,1246.800487857446,966670.8975000001,2.5298964843393454,0.13433804254573012,0.1818586479539678,2.6072717975233252e-11,7.312284574368214e-07,1.2184659666087779e-08,1.1734472755943204e-08,8.391681017317513e-10
c001,reduced,6.632987616563634e-05,1246.8007604583522,966670.8975000002,2.5298959578140483,0.13433764182729066,0.18185829115589375,3.5087204144776485e-11,8.939601755807798e-07,1.7468918234333775e-08,1.6815652998600554e-08,9.355229500300755e-10
c001,reduced,7.261645258284968e-05,1246.8012337946452,966670.8975,2.5298950325083434,0.1343371768741103,0.18185787594091993,4.734341048370854e-11,1.0923633312409677e-06,2.494925387160942e-08,2.4002488725133745e-08,1.0406922010953699e-09
c001,reduced,7.949885467220466e-05,1246.8019674689024,966670.8975000002,2.52989358985788,0.13433663726482648,0.1818573923238236,6.405660093389981e-11,1.333655260542383e-06,3.546395088513144e-08,3.409432677280404e-08,1.1544201857086176e-09
c001,reduced,8.703355327061216e-05,1246.8030340269074,966670.8975000001,2.5298914856246175,0.13433601127448494,0.18185682892501828,8.689958151962828e-11,1.6261701924856974e-06,5.011863823880776e-08,4.81422089698755e-08,1.2760122261177236e-09
c001,reduced,9.528237137681546e-05,1246.804520256372,966670.8975000001,2.529888547379712,0.13433528592258237,0.18185617296455348,1.181525590463317e-10,1.9793725281766614e-06,7.033754344020918e-08,6.749464917278376e-08,1.4042321658526423e-09
c001,reduced,0.00010431299141563255,1246.8065278234296,966670.8975000001,2.5298845733307322,0.13433444711340667,0.18185541034197608,1.608744318936795e-10,2.4037978008734674e-06,9.79041310651942e-08,9.383139719710425e-08,1.537224592736982e-09
c001,reduced,0.00011419951057940926,1246.8091728020063,966670.8975000001,2.5298793333729757,0.13433347987623256,0.18185452582060246,2.1907530299601962e-10,2.9109026973218e-06,1.3497791069060298e-07,1.291719020497238e-07,1.6724926498633935e-09
c001,reduced,0.00012502304880331692,1246.812583634481,966670.8975,2.5298725732648113,0.13433236868941956,0.18185350331919875,2.978540865919377e-10,3.5128169243740074e-06,1.8407246425384293e-07,1.7584357982215472e-07,1.806968197891685e-09
c001,reduced,0.00013687241436299876,1246.8168972116982,966670.8975000002,2.529864022514869,0.13433109783861352,0.18185232628622025,4.034522957025983e-10,4.222011812279909e-06,2.479825176310811e-07,2.3639789831434202e-07,1.937207093120698e-09
c001,reduced,0.00014984483255586236,1246.8222531588617,966670.8975000001,2.529853405768515,0.13432965172271089,0.18185097809358905,5.431760759943896e-10,5.050932751891871e-06,3.296573276016288e-07,3.1347179503495447e-07,2.059721728295213e-09
c001,reduced,0.0001640467434449259,1246.8287870645645,966670.8975000001,2.529840456196425,0.13432801499771865,0.18184944234834313,7.251648636989081e-10,6.011677718154817e-06,4.3203384279225157e-07,4.0960799196524724e-07,2.1714232947213603e-09
c001,reduced,0.00017959467521078983,1246.8366241218237,966670.8975000001,2.5298249279641043,0.13432617245293868,0.18184770299658004,9.58037075749292e-10,7.115829605689351e-06,5.578613562309064e-07,5.270655920537233e-07,2.2700966974425594e-09
c001,reduced,0.0001966162002776825,1246.845875127302,966670.8975000001,2.529806603955832,0.13432410855575516,0.1818457441038379,1.2505063082573575e-09,8.374548617097292e-06,7.095620781439142e-07,6.676642711105503e-07,2.3547924916294366e-09
c001,reduced,0.0002152509820586883,1246.8566366279,966670.8975,2.5297852952715307,0.1343218066693939,0.18184354924676324,1.6111025267012292e-09,9.798993134784028e-06,8.891704713596313e-07,8.3270281236978e-07,2.4260192551070446e-09
c001,reduced,0.0002356519209088236,1246.8689960900642,966670.8975000002,2.52976083083164,0.13431924801786393,0.18184110053273883,2.0481243613954394e-09,1.1401068722981996e-05,1.0983762233410836e-06,1.0229738592859252e-06,2.485668170396814e-09
c001,reduced,0.00025798640868861423,1246.8830415950765,966670.8975000001,2.5297330381163396,0.13431641051698523,0.1818383773488483,2.5698896193652196e-09,1.3194428249510553e-05,1.33866805425018e-06,1.238868565246774e-06,2.536683819636985e-09
c001,reduced,0.00028243770223201567,1246.8988743441473,966670.8975000001,2.529701718438497,0.13431326759779327,0.18183535499670095,3.1852731126310002e-09,1.519559139464916e-05,1.6115509476830414e-06,1.480540182582084e-06,2.5825733755570622e-09
c001,reduced,0.00030920642698810955,1246.9166217219201,966670.8975,2.5296666211765193,0.13430978712341998,0.18183200337498373,3.904465240001175e-09,1.742503978034056e-05,1.9187981162896316e-06,1.7480846896059374e-06,2.6268848543105716e-09
c001,reduced,0.00033851222317413267,1246.9364489692443,966670.8975000002,2.529627420786716,0.13430593046106168,0.18182828583100769,4.739878376572194e-09,1.990817436733598e-05,2.262703902406097e-06,2.041701723120111e-06,2.6727721644084125e-09
c001,reduced,0.00037059554794668004,1246.9585683478886,966670.8975000002,2.529583698779271,0.1343016517270315,0.18182415823423528,5.707161388563979e-09,2.2676078860638002e-05,2.6463178560624347e-06,2.3618130337036097e-06,2.7227176663562905e-09
c001,reduced,0.00040571964837810676,1246.983245627913,966670.8975000001,2.5295349309837727,0.13429689718230947,0.18181956825211765,6.826333388380693e-09,2.5766095670166193e-05,3.073655667668836e-06,2.7091303761616754e-06,2.7784290427703976e-09
c001,reduced,0.0004441727214265874,1247.0108044565234,966670.8975000003,2.529480479000602,0.1342916047162351,0.181814454746282,8.123090644719427e-09,2.922227490203292e-05,3.5498934516039054e-06,3.0846740964012805e-06,2.840887264505398e-09
c001,reduced,0.00048627027862263936,1247.0416295926962,966670.8975000001,2.529419583892185,0.13428570331772371,0.1818087471610016,9.630367657560168e-09,3.3095796137047815e-05,4.08155824024945e-06,3.48974774200346e-06,2.9105016432015352e-09
c001,reduced,0.0005323577348745865,1247.0761702005973,966670.8975,2.529351359745744,0.13427911240393942,0.18180236474783912,1.1390254925191438e-08,3.744548615804516e-05,4.676733402333184e-06,3.925876649034388e-06,2.9873203129375445e-09
c001,reduced,0.0005828132426344155,1247.1149444399487,966670.8975000003,2.5292747846403114,0.1342717408723168,0.18179521546828237,1.3456409707927977e-08,4.233855753376973e-05,5.345305476681514e-06,4.394722059334667e-06,3.071245083879541e-09
c001,reduced,0.0006380507946786226,1247.1585465124153,966670.8975,2.529188686706136,0.1342634857719973,0.18178719444304012,1.5897159507863403e-08,4.7851671379231736e-05,6.099288510248468e-06,4.897987010863313e-06,3.1622054911991132e-09
c001,reduced,0.0006985236209627312,1247.207657021068,966670.8974999998,2.529091723571492,0.1342542305513154,0.18177818187178207,1.8799591927402102e-08,5.4072382193204954e-05,6.953267961022128e-06,5.43733099908329e-06,3.2602638305140398e-09
c001,reduced,0.0007647279074209922,1247.2630570389786,966670.8975000001,2.5289823544160606,0.1342438428966062,0.18176804040333935,2.2275040913153013e-08,6.11009738134621e-05,7.925005353340715e-06,6.014304130713836e-06,3.3656485218508235e-09
c001,reduced,0.000837206867224455,1247.3256458848862,966670.8975000001,2.528858804642295,0.13423217220181488,0.18175661196117882,2.646651994412638e-08,6.905266886413937e-05,9.036240805312981e-06,6.630301140842152e-06,3.478737230007561e-09
c001,reduced,0.0009165551979024642,1247.3964624986393,966670.8975000001,2.5287190233769694,0.1342190466863392,0.18174371400446548,3.155884062775691e-08,7.806020457356713e-05,1.0313730658750596e-05,7.286527218660752e-06,3.6000212727381116e-09
c001,reduced,0.0010034239608987864,1247.4767105702444,966670.8975000001,2.5285606334851867,0.13420427012985525,0.18172913514411196,3.779244196623653e-08,8.827680717009509e-05,1.1790568303509304e-05,7.983966344609405e-06,3.730075814445435e-09
c001,reduced,0.0010985259235995876,1247.5677880381554,966670.8975000001,2.5283808728566863,0.13418761814700347,0.1817126299655322,4.5482406096123403e-08,9.987964246924435e-05,1.3507857282642257e-05,8.72334750480813e-06,3.8695446935505916e-09
c001,reduced,0.001202641407665222,1247.6713219757416,966670.8975,2.528176524926755,0.13416883389850645,0.1816939128575494,5.5044822263572735e-08,0.00011307385244266974,1.551683138247679e-05,9.50510907328461e-06,4.019138426086628e-09
c001,reduced,0.0013166246916519531,1247.7892102093947,966670.8975000001,2.5279438357591513,0.13414762311754555,0.18167265060051463,6.703368302184244e-08,0.00012809731190556952,1.7881545132104764e-05,1.0329364317971184e-05,4.179639932646595e-09
c001,reduced,0.0014414110204578594,1247.9236712726533,966670.8975000001,2.5276784145131277,0.1341236483134109,0.18164845341644814,8.219301614041657e-08,0.0001452262611140756,2.0682290954938425e-05,1.1195870993552627e-05,4.351915044328574e-09
c001,reduced,0.001578024279106099,1248.077304664813,966670.8975000002,2.527375113412477,0.13409652198523644,0.1816208641116253,1.0153123325684776e-07,0.00016478200304753917,2.4019940944079467e-05,1.210400774194746e-05,4.536925862451219e-09
c001,reduced,0.0017275853938298164,1248.2531638386106,966670.8975,2.527027882458454,0.1340657986440699,0.18158934485063813,1.2642811988607765e-07,0.00018713889383550086,2.8021465323384738e-05,1.3052759834754143e-05,4.7357477982677515e-09
c001,reduced,0.0018913215293903946,1248.4548450024988,966670.8975000001,2.5266295928648645,0.13403096538560477,0.18155326097202854,1.5879012079509222e-07,0.00021273391483846488,3.2846948928609596e-05,1.4040716315558426e-05,4.949589967995433e-09
